trade_id,signal_id,setup_id,code,name,signal_date,pullback_date,trigger_date,entry_date,entry_price,entry_adjusted_price,entry_adj_factor,entry_adj_offset,stop_price,stop_adjusted_price,target_price,target_adjusted_price,exit_date,exit_price,exit_adjusted_price,exit_adj_factor,exit_adj_offset,exit_reason,gross_return,net_return,r_multiple,holding_days,round_trip_cost,status,invalid_reason,original_trade_id,audit_category,original_status,original_invalid_reason
STOCK_RS_PULLBACK_v1:300137.SZ:2015-05-21:2015-05-22,STOCK_RS_PULLBACK_v1:300137.SZ:2015-05-19:2015-05-21:triggered,STOCK_RS_PULLBACK_v1,300137.SZ,先河环保,2015-05-21,2015-05-19,2015-05-21,2015-05-22,24.57,14.88,0.6252988008455319,-0.4837942274639868,22.52330279287249,13.6,28.66436686465312,17.440000000000005,2015-05-29,22.37,13.507822787780805,0.6258230224644395,-0.4918382247487081,time_stop_no_upside_progress,-0.09221621049860185,-0.09421621049860185,-1.0720134470462457,6,0.002,valid_trade,,STOCK_RS_PULLBACK_v1:300137.SZ:2015-05-21:2015-05-22,time_stop_no_upside_progress,valid_trade,
STOCK_RS_PULLBACK_v1:300285.SZ:2021-06-10:2021-06-11,STOCK_RS_PULLBACK_v1:300285.SZ:2021-06-09:2021-06-10:triggered,STOCK_RS_PULLBACK_v1,300285.SZ,国瓷材料,2021-06-10,2021-06-09,2021-06-10,2021-06-11,52.5,51.89,0.9999999999999999,-0.6099999999999994,50.21000000000001,49.6,57.080000000000005,56.47,2021-06-15,50.21,49.6,1.0,-0.6099999999999994,stop_loss,-0.04413181730583926,-0.04613181730583926,-1.0,2,0.002,valid_trade,,STOCK_RS_PULLBACK_v1:300285.SZ:2021-06-10:2021-06-11,stop_loss,valid_trade,
STOCK_RS_PULLBACK_v1:300331.SZ:2026-01-12:2026-01-13,STOCK_RS_PULLBACK_v1:300331.SZ:2026-01-09:2026-01-12:triggered,STOCK_RS_PULLBACK_v1,300331.SZ,苏大维格,2026-01-12,2026-01-09,2026-01-12,2026-01-13,43.0,43.0,1.0,0.0,40.21,40.21,48.58,48.58,2026-01-14,40.21,40.21,1.0,0.0,stop_loss,-0.06488372093023254,-0.06688372093023254,-1.0,2,0.002,valid_trade,,STOCK_RS_PULLBACK_v1:300331.SZ:2026-01-12:2026-01-13,stop_loss,valid_trade,
STOCK_RS_PULLBACK_v1:300655.SZ:2025-09-23:2025-09-24,STOCK_RS_PULLBACK_v1:300655.SZ:2025-09-22:2025-09-23:triggered,STOCK_RS_PULLBACK_v1,300655.SZ,晶瑞电材,2025-09-23,2025-09-22,2025-09-23,2025-09-24,14.35,13.65,0.9503732022574185,0.01156708538139739,13.298389395448622,12.65,16.455044057926592,15.65,2025-10-13,16.45837000490316,15.649999999999999,0.9514534798962014,-0.009373414584374018,target_2r,0.14652014652014644,0.14452014652014644,1.9999999999999982,8,0.002,valid_trade,,STOCK_RS_PULLBACK_v1:300655.SZ:2025-09-23:2025-09-24,target_2r,valid_trade,
STOCK_RS_PULLBACK_v1:300925.SZ:2024-09-24:2024-09-25,STOCK_RS_PULLBACK_v1:300925.SZ:2024-09-18:2024-09-24:triggered,STOCK_RS_PULLBACK_v1,300925.SZ,法本信息,2024-09-24,2024-09-18,2024-09-24,2024-09-25,17.5,17.39,1.0000000000000002,-0.11000000000000298,11.450000000000001,11.34,29.599999999999998,29.490000000000002,2024-10-09,29.6,29.490000000000002,1.0000000000000002,-0.11000000000000654,target_2r,0.6958021851638874,0.6938021851638874,2.0,6,0.002,valid_trade,,STOCK_RS_PULLBACK_v1:300925.SZ:2024-09-24:2024-09-25,extreme_gain,valid_trade,
STOCK_RS_PULLBACK_v1:600031.SH:2020-04-17:2020-04-20,STOCK_RS_PULLBACK_v1:600031.SH:2020-04-16:2020-04-17:triggered,STOCK_RS_PULLBACK_v1,600031.SH,三一重工,2020-04-17,2020-04-16,2020-04-17,2020-04-20,19.8,17.28,1.0,-2.5199999999999996,18.82,16.3,21.76,19.240000000000002,2020-04-24,19.2,16.679999999999996,0.9999999999999919,-2.519999999999847,time_stop_no_upside_progress,-0.03472222222222254,-0.036722222222222545,-0.6122448979591885,5,0.002,valid_trade,,STOCK_RS_PULLBACK_v1:600031.SH:2020-04-17:2020-04-20,time_stop_no_upside_progress,valid_trade,
STOCK_RS_PULLBACK_v1:600037.SH:2015-05-21:2015-05-22,STOCK_RS_PULLBACK_v1:600037.SH:2015-05-14:2015-05-21:triggered,STOCK_RS_PULLBACK_v1,600037.SH,歌华有线,2015-05-21,2015-05-14,2015-05-21,2015-05-22,36.57,34.75,1.0000000000000018,-1.8200000000000571,31.2,29.38,47.309999999999974,45.49,2015-05-29,36.05,34.23,1.0,-1.8200000000000003,time_stop_no_upside_progress,-0.014964028776978555,-0.016964028776978557,-0.09683426443203036,6,0.002,valid_trade,,STOCK_RS_PULLBACK_v1:600037.SH:2015-05-21:2015-05-22,time_stop_no_upside_progress,valid_trade,
STOCK_RS_PULLBACK_v1:600096.SH:2022-07-01:2022-07-04,STOCK_RS_PULLBACK_v1:600096.SH:2022-06-29:2022-07-01:triggered,STOCK_RS_PULLBACK_v1,600096.SH,云天化,2022-07-01,2022-06-29,2022-07-01,2022-07-04,33.51,28.71,1.0000000000000002,-4.800000000000004,30.58,25.78,39.37,34.57,2022-07-08,31.44,26.64,0.9999999999999998,-4.799999999999994,time_stop_no_upside_progress,-0.07210031347962387,-0.07410031347962387,-0.7064846416382254,5,0.002,valid_trade,,STOCK_RS_PULLBACK_v1:600096.SH:2022-07-01:2022-07-04,time_stop_no_upside_progress,valid_trade,
STOCK_RS_PULLBACK_v1:600114.SH:2020-01-09:2020-01-10,STOCK_RS_PULLBACK_v1:600114.SH:2020-01-07:2020-01-09:triggered,STOCK_RS_PULLBACK_v1,600114.SH,东睦股份,2020-01-09,2020-01-07,2020-01-09,2020-01-10,10.77,9.47,1.0,-1.299999999999999,9.12,7.82,14.07,12.770000000000001,2020-01-20,14.07,12.770000000000001,0.9999999999999984,-1.2999999999999776,target_2r,0.34846884899683217,0.34646884899683217,2.0,7,0.002,valid_trade,,STOCK_RS_PULLBACK_v1:600114.SH:2020-01-09:2020-01-10,target_2r,valid_trade,
STOCK_RS_PULLBACK_v1:600216.SH:2016-02-16:2016-02-17,STOCK_RS_PULLBACK_v1:600216.SH:2016-02-05:2016-02-16:triggered,STOCK_RS_PULLBACK_v1,600216.SH,浙江医药,2016-02-16,2016-02-05,2016-02-16,2016-02-17,12.59,9.64,0.9999999999999953,-2.9499999999999407,11.949999999999996,9.0,13.870000000000006,10.920000000000002,2016-02-29,11.95,9.0,1.0,-2.9499999999999993,stop_loss,-0.06639004149377603,-0.06839004149377603,-1.0,9,0.002,valid_trade,,STOCK_RS_PULLBACK_v1:600216.SH:2016-02-16:2016-02-17,stop_loss,valid_trade,
STOCK_RS_PULLBACK_v1:600221.SH:2010-02-03:2010-02-04,STOCK_RS_PULLBACK_v1:600221.SH:2010-02-02:2010-02-03:triggered,STOCK_RS_PULLBACK_v1,600221.SH,海航控股,2010-02-03,2010-02-02,2010-02-03,2010-02-04,7.41,3.44,0.4975023913274526,-0.24936231267935094,7.013759880367443,3.24,8.219784234138004,3.8399999999999994,2010-02-05,8.215522908366532,3.8399999999999994,0.4989563661663854,-0.25918745651525965,target_2r,0.11627906976744162,0.11427906976744162,2.0,2,0.002,valid_trade,,STOCK_RS_PULLBACK_v1:600221.SH:2010-02-03:invalid,invalid_trade,invalid_trade,invalid_limit_up_cannot_buy
STOCK_RS_PULLBACK_v1:600229.SH:2015-05-13:2015-05-14,STOCK_RS_PULLBACK_v1:600229.SH:2015-05-11:2015-05-13:triggered,STOCK_RS_PULLBACK_v1,600229.SH,城市传媒,2015-05-13,2015-05-11,2015-05-13,2015-05-14,21.7,20.07,1.0000000000000009,-1.6300000000000203,20.200000000000003,18.57,24.7,23.07,2015-05-15,24.699999999999996,23.07,0.9999999999999987,-1.6299999999999635,target_2r,0.14947683109118093,0.14747683109118093,2.0,2,0.002,valid_trade,,STOCK_RS_PULLBACK_v1:600229.SH:2015-05-13:invalid,invalid_trade,invalid_trade,invalid_limit_up_cannot_buy
STOCK_RS_PULLBACK_v1:600295.SH:2021-02-24:2021-02-25,STOCK_RS_PULLBACK_v1:600295.SH:2021-02-10:2021-02-24:triggered,STOCK_RS_PULLBACK_v1,600295.SH,鄂尔多斯,2021-02-24,2021-02-10,2021-02-24,2021-02-25,18.9,5.4,0.5109054708357845,-4.256805737816194,12.48138080687304,2.12,31.741303750941057,11.96,2021-03-03,24.45,8.22998610680889,0.5096224916349495,-4.2302838136656264,time_stop_no_upside_progress,0.5240715012609056,0.5220715012609056,0.8628006423197836,5,0.002,valid_trade,,STOCK_RS_PULLBACK_v1:600295.SH:2021-02-24:2021-02-25,extreme_gain,valid_trade,
STOCK_RS_PULLBACK_v1:600397.SH:2026-01-19:2026-01-20,STOCK_RS_PULLBACK_v1:600397.SH:2026-01-14:2026-01-19:triggered,STOCK_RS_PULLBACK_v1,600397.SH,江钨装备,2026-01-19,2026-01-14,2026-01-19,2026-01-20,10.18,10.18,1.0,0.0,9.09,9.09,12.36,12.36,2026-01-26,10.94,10.94,1.0,0.0,time_stop_no_upside_progress,0.07465618860510803,0.07265618860510803,0.6972477064220183,5,0.002,valid_trade,,STOCK_RS_PULLBACK_v1:600397.SH:2026-01-19:2026-01-20,time_stop_no_upside_progress,valid_trade,
STOCK_RS_PULLBACK_v1:600406.SH:2015-03-16:2015-03-17,STOCK_RS_PULLBACK_v1:600406.SH:2015-03-12:2015-03-16:triggered,STOCK_RS_PULLBACK_v1,600406.SH,国电南瑞,2015-03-16,2015-03-12,2015-03-16,2015-03-17,16.9,6.18,0.5794392523364483,-3.6119392523364446,16.312217741935484,5.84,18.072540322580647,6.859999999999999,2015-03-20,18.07345577386037,6.859999999999999,0.570510832484162,-3.451102299410765,target_2r,0.11003236245954695,0.10803236245954695,2.0,4,0.002,valid_trade,,STOCK_RS_PULLBACK_v1:600406.SH:2015-03-16:2015-03-17,target_2r,valid_trade,
STOCK_RS_PULLBACK_v1:600498.SH:2025-12-25:2025-12-26,STOCK_RS_PULLBACK_v1:600498.SH:2025-12-24:2025-12-25:triggered,STOCK_RS_PULLBACK_v1,600498.SH,烽火通信,2025-12-25,2025-12-24,2025-12-25,2025-12-26,27.7,27.6,1.0000000000000009,-0.10000000000002274,26.729999999999997,26.63,29.640000000000004,29.540000000000006,2025-12-29,30.5,30.400000000000002,1.0000000000000007,-0.10000000000001918,target_2r,0.10144927536231885,0.09944927536231885,2.8865979381443236,2,0.002,valid_trade,,STOCK_RS_PULLBACK_v1:600498.SH:2025-12-25:2025-12-26,target_2r,valid_trade,
STOCK_RS_PULLBACK_v1:600550.SH:2009-04-09:2009-04-10,STOCK_RS_PULLBACK_v1:600550.SH:2009-04-01:2009-04-09:triggered,STOCK_RS_PULLBACK_v1,600550.SH,保变电气,2009-04-09,2009-04-01,2009-04-09,2009-04-10,37.0,32.81,0.8468249514153339,1.475153778008611,33.696274742849646,30.01,43.61568014766292,38.410000000000004,2009-04-23,36.24,32.33220432197412,0.8470032681150008,1.6368058854864849,max_holding_exit,-0.014562501616150136,-0.016562501616150138,-0.17064131358067308,10,0.002,valid_trade,,STOCK_RS_PULLBACK_v1:600550.SH:2009-04-09:2009-04-10,max_holding_exit,valid_trade,
